@stellargirl I loooooooovvvvvveee my Kindle2. Not that the DX is cool, but the 2 is fantastic in its own right.	kindle2	positive
Reading my kindle2...  Love it... Lee childs is good read.	kindle2	positive
Ok, first assesment of the #kindle2 ...it fucking rocks!!!	kindle2	positive
@kenburbary You'll love your Kindle2. I've had mine for a few months and never looked back. The new big one is huge! No need for remorse! :)	kindle2	positive
@mikefish  Fair enough. But i have the Kindle2 and I think it's perfect  :)	kindle2	positive
@richardebaker no. it is too big. I'm quite happy with the Kindle2.	kindle2	positive
Fuck this economy. I hate aig and their non loan given asses.	aig	negative
Jquery is my new best friend.	jquery	positive
Loves twitter	twitter	positive
how can you not love Obama? he makes jokes about himself.	obama	positive
Check this video out -- President Obama at the White House Correspondents' Dinner http://bit.ly/IMXUM	obama	neutral
@Karoli I firmly believe that Obama/Pelosi have ZERO desire to be civil.  It's a charade and a slogan, but they want to destroy conservatism	obama	negative
House Correspondents dinner was last night whoopi, barbara &amp; sherri went, Obama got a standing ovation	obama	positive
Watchin Espn..Jus seen this new Nike Commerical with a Puppet Lebron..sh*t was hilarious...LMAO!!!	nike	positive
dear nike, stop with the flywire. that shit is a waste of science. and ugly. love, @vincentx24x	nike	negative
#lebron best athlete of our generation, if not all time (basketball related) I don't want to get into inter-sport debates about   __1/2	lebron	positive
I was talking to this guy last night and he was telling me that he is a die hard Spurs fan.  He also told me that he hates LeBron James.	lebron	negative
i love lebron. http://bit.ly/PdHur	lebron	positive
@ludajuice Lebron is a Beast, but I'm still cheering 4 the A..til the end.	lebron	negative
@Pmillzz lebron IS THE BOSS	lebron	positive
@sketchbug Lebron is a hometown hero to me, lol I love the Lakers but let's go Cavs, lol	lebron	positive
lebron and zydrunas are such an awesome duo	lebron	positive
@wordwhizkid Lebron is a beast... nobody in the NBA comes even close.	lebron	positive
downloading apps for my iphone! So much fun :-) There literally is an app for just about anything.	iphone app	positive
good news, just had a call from the Visa office, saying everything is fine.....what a relief! I am sick of scams out there! Stealing!	visa	positive
http://twurl.nl/epkr4b - awesome come back from @biz (via @fredwilson)	fredwilson	positive
In montreal for a long weekend of R&amp;R. Much needed.	fredwilson	positive
Booz Allen Hamilton has a bad ass homegrown social collaboration platform. Way cool!  #ttiv	"booz allen"	positive
[#MLUC09] Customer Innovation Award Winner: Booz Allen Hamilton -- http://ping.fm/c2hPP	"booz allen"	positive
@SoChi2 I current use the Nikon D90 and love it, but not as much as the Canon 40D/50D. I chose the D90 for the  video feature. My mistake.	40d	positive
need suggestions for a good IR filter for my canon 40D ... got some? pls DM	40d	neutral
@surfit: I just checked my google for my business- blip shows up as the second entry! Huh. Is that a good or ba... ? http://blip.fm/~6emhv	google	neutral
@phyreman9 Google is always a good place to look. Should've mentioned I worked on the Mustang w/ my Dad, @KimbleT.	google	positive
Played with an android google phone. The slide out screen scares me I would break that fucker so fast. Still prefer my iPhone.	google	negative
US planning to resume the military tribunals at Guantanamo Bay... only this time those on trial will be AIG execs and Chrysler debt holders	aig	negative
omg so bored &amp; my tattoooos are so itchy!!  help! aha =)	itchy	negative
I'm itchy and miserable!	itchy	negative
@sekseemess no. I'm not itchy for now. Maybe later, lol.	itchy	negative
RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR	stanford	positive
@spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane.	lyx	positive
I'm listening to "P.Y.T" by Danny Gokey &lt;3 &lt;3 &lt;3 Aww, he's so amazing. I &lt;3 him so much :)	Danny Gokey	positive
is going to sleep then on a bike ride:]	sleep	positive
cant sleep... my tooth is aching.	sleep	negative
Blah, blah, blah same old same old. No plans today, going back to sleep I guess.	sleep	negative
glad i didnt do Bay to Breakers today, it's 1000 freaking degrees in San Francisco wtf	san francisco	negative
is in San Francisco at Bay to Breakers.	san francisco	neutral
just landed at San Francisco	san francisco	neutral
San Francisco today.  Any suggestions?	san francisco	neutral
?Obama Administration Must Stop Bonuses to AIG Ponzi Schemers ... http://bit.ly/2CUIg	aig	negative
started to think that Citi is in really deep s&amp;^t. Are they gonna survive the turmoil or are they gonna be the next AIG?	aig	negative
ShaunWoo hate'n on AiG	aig	negative
@YarnThing you will not regret going to see Star Trek. It was AWESOME!	star trek	positive
On my way to see Star Trek @ The Esquire.	star trek	neutral
Going to see star trek soon with my dad.	star trek	neutral
annoying new trend on the internets:  people picking apart michael lewis and malcolm gladwell.  nobody wants to read that.	Malcolm Gladwell	negative
Bill Simmons in conversation with Malcolm Gladwell http://bit.ly/j9o50	Malcolm Gladwell	neutral
Highly recommend: http://tinyurl.com/HowDavidBeatsGoliath by Malcolm Gladwell	Malcolm Gladwell	positive
Blink by malcolm gladwell amazing book and The tipping point!	Malcolm Gladwell	positive
Malcolm Gladwell might be my new man crush	Malcolm Gladwell	positive
omg. The commercials alone on ESPN are going to drive me nuts.	espn	negative
@robmalon Playing with Twitter API sounds fun.  May need to take a class or find a new friend who like to generate results with API code.	"twitter api"	positive
playing with cURL and the Twitter API	"twitter api"	neutral
Hello Twitter API ;)	"twitter api"	positive
playing with Java and the Twitter API	"twitter api"	neutral
@morind45 Because the twitter api is slow and most client's aren't good.	"twitter api"	negative
yahoo answers can be a butt sometimes	yahoo	negative
is scrapbooking with Nic =D	scrapbooking	positive
RT @mashable: Five Things Wolfram Alpha Does Better (And Vastly Different) Than Google - http://bit.ly/6nSnR	wolfram alpha	positive
just changed my default pic to a Nike basketball cause bball is awesome!!!!!	nike	positive
Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Uiy  #Adidas #Billups #Howard  #Marketing #Branding	nike	neutral
'Next time, I'll call myself Nike'	nike	neutral
New blog post: Nike SB Dunk Low Premium 'White Gum' http://tr.im/lOtT	nike	neutral
RT @SmartChickPDX: Was just told that Nike layoffs started today :-(	nike	negative
Back when I worked for Nike we had one fav word : JUST DO IT! :)	nike	positive
By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9	nike	positive
giving weka an app engine interface, using the bird strike data for the tests, the logo is a given.	weka	neutral
Brand New Canon EOS 50D 15MP DSLR Camera Canon 17-85mm IS Lens ...: Web Technology Thread, Brand New Canon EOS 5.. http://u.mavrev.com/5a3t	50d	neutral
Class... The 50d is supposed to come today :)	50d	positive
needs someone to explain lambda calculus to him! :(	lambda calculus	negative
Took the Graduate Field Exam for Computer Science today.  Nothing makes you feel like more of an idiot than lambda calculus.	lambda calculus	negative
SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......	east palo alto	positive
@legalgeekery Yeahhhhhhhhh, I wouldn't really have lived in East Palo Alto if I could have avoided it.  I guess it's only for the summer.	east palo alto	negative
@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!	stanford	positive
NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9	stanford	neutral
New blog post: Harvard Versus Stanford - Who Wins? http://bit.ly/MCoCo	stanford	neutral
@ work til 6pm... lets go lakers!!!	lakers	positive
Damn you North Korea. http://bit.ly/KtMeQ	north korea	negative
Can we just go ahead and blow North Korea off the map already?	north korea	negative
North Korea, please cease this douchebaggery. China doesn't even like you anymore. http://bit.ly/NeHSl	north korea	negative
Why the hell is Pelosi in freakin China? and on whose dime?	pelosi	negative
Are YOU burning more cash $$$ than Chrysler and GM? Stop the financial tsunami. Where "bailout" means taking a handout!	bailout	negative
insects have infected my spinach plant :(	insects	negative
wish i could catch every mosquito in the world n burn em slowly.they been bitin the shit outta me 2day.mosquitos are the assholes of insects	insects	negative
just got back from church, and I totally hate insects.	insects	negative
Just got mcdonalds goddam those eggs make me sick. O yeah Laker up date go lakers. Not much of an update? Well it's true so suck it	mcdonalds	negative
omgg i ohhdee want mcdonalds damn i wonder if its open lol =]	mcdonalds	positive
History exam studying ugh	exam	negative
I hate revision, it's so boring! I am totally unprepared for my exam tomorrow :( Things are not looking good...	exam	negative
Higher physics exam tommorow, not lookin forward to it much :(	exam	negative
It's a bank holiday, yet I'm only out of work now. Exam season sucks:(	exam	negative
Cheney and Bush are the real culprits - http://fwix.com/article/939496	cheney	negative
Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC http://is.gd/DjyQ	cheney	negative
Dick Cheney's dishonest speech about torture, terror, and Obama. -Fred Kaplan Slate. http://is.gd/DiHg	cheney	negative
"The Republican party is a bunch of anti-abortion zealots who couldn't draw flies to a dump." -- Neal Boortz (just now, on the radio)	republican	negative
is Twitter's connections API broken? Some tweets didn't make it to Twitter...	twitter api	negative
i srsly hate the stupid twitter API timeout thing, soooo annoying!!!!! :(	twitter api	negative
@psychemedia I really liked @kswedberg's "Learning jQuery" book. http://bit.ly/pg0lT is worth a look too	jquery book	positive
jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631	jquery book	neutral
Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT	goodby silverstein	positive
Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!	goodby silverstein	positive
RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*	goodby silverstein	positive
The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!	goodby silverstein	positive
top ten most watched on Viral-Video Chart.  Love the nike #mostvaluablepuppets campaign from Wieden &amp; Kennedy http://bit.ly/nR1n9	wieden	positive
zomg!!! I have a G2!!!!!!!	g2	positive
Ok so lots of buzz from IO2009 but how lucky are they - a Free G2!! http://is.gd/Hyzl	g2	positive
just got a free G2 android at google i/o!!!	g2	positive
Guess I'll be retiring my G1 and start using my developer G2 woot #googleio	g2	positive
At GWT fireside chat @googleio	googleio	neutral
I am happy for Philip being at GoogleIO today	googleio	positive
Lakers played great!  Cannot wait for Thursday night Lakers vs. ???	lakers	positive
Hi there, does anyone have a great source for advice on viral marketing?... http://link.gs/YtZ8	viral marketing	neutral
Judd Apatow creates fake sitcom on NBC.com to market his new movie... viral marketing at its best. http://is.gd/K0yK	viral marketing	positive
Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50oz	viral marketing	neutral
VIRAL MARKETING FAIL. This Acia Pills brand oughta get shut down for hacking into people's messenger's.  i get 5-6 msgs in a day! Arrrgh!	viral marketing	negative
watching Night at The Museum . Lmao	"night at the museum"	positive
i loved night at the museum!!!	"night at the museum"	positive
going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin	"night at the museum"	neutral
just got back from the movies.  went to see the new night at the museum with rachel.  it was good	"night at the museum"	positive
Just saw the new Night at the Museum movie...it was...okay...lol 7\10	"night at the museum"	neutral
Going to see night at the museum 2 with tall boy	"night at the museum"	neutral
@shannyoday I will take you on a date to see night at the museum 2 whenever you want...it looks soooooo good	"night at the museum"	positive
no watching The Night At The Museum. Getting Really Good	"night at the museum"	positive
Night at the Museum, Wolverine and junk food - perfect monday!	"night at the museum"	positive
saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!	"night at the museum"	positive
I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Stiller movie.	"night at the museum"	neutral
Taking Katie to see Night at the Museum.  (she picked it)	"night at the museum"	neutral
Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL	"night at the museum"	negative
GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv	gm	neutral
It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable	gm	negative
Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.	gm	negative
@jdreiss oh yes but if GM dies it will only be worth more boo hahaha	gm	negative
Time Warner cable is down again 3rd time since Memorial Day bummer!	time warner	negative
I would rather pay reasonable yearly taxes for "free" fast internet, than get gouged by Time Warner for a slow connection.	time warner	negative
NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner	time warner	negative
F*ck Time Warner Cable!!! You f*cking suck balls!!! I have a $700 HD tv &amp; my damn HD channels hardly ever come in. Bullshit!!	time warner	negative
time warner has the worse customer service ever. I will never use them again	time warner	negative
Time warner is the devil. Worst possible time for the Internet to go out.	time warner	negative
Fuck no internet damn time warner!	time warner	negative
time warner really picks the worst time to not work. all i want to do is get to mtv.com so i can watch the hills. wtfffff.	time warner	negative
I hate Time Warner! Soooo wish I had Vios. Cant watch the fricken Mets game w/o buffering. I feel like im watching free internet porn.	time warner	negative
Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :)	time warner	negative
Time Warner's HD line up is crap.	time warner	negative
is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!	time warner	negative
Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk)	time warner	neutral
Time Warner Cable slogan: Where calling it a day at 2pm Happens.	time warner	negative
Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3	china	neutral
Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n	china	neutral
myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba	china	neutral
Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv	china	neutral
http://xi.gs/04FO GM CEO: China will continue to be key partner	gm	neutral
RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu	gm	neutral
Recovering from surgery..wishing @julesrenner was here :(	surgery	negative
My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!	dentist	positive
Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?	dentist	neutral
THE DENTIST LIED! " U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS" MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!	dentist	negative
@kirstiealley my dentist is great but she's expensive...=(	dentist	negative
@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml	dentist	neutral
is studing math ;) tomorrow exam and dentist :)	dentist	positive
my dentist was wrong... WRONG	dentist	negative
Going to the dentist later.:|	dentist	negative
Son has me looking at cars online.  I hate car shopping.  Would rather go to the dentist!  Anyone with a good car at a good price to sell?	dentist	negative
NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx	baseball	neutral
just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR	baseball	neutral
Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.	baseball	neutral
Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796	sony	neutral
waiting in line at safeway.	safeway	neutral
luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?	safeway	negative
Did not realize there is a gym above Safeway!	safeway	neutral
@XPhile1908 I have three words for you: "Safeway dot com"	safeway	neutral
Safeway is very rock n roll tonight	safeway	positive
Bout to hit safeway I gotta eat	safeway	neutral
Jake's going to safeway!	safeway	neutral
Found a safeway. Picking up a few staples.	safeway	neutral
Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w	safeway	neutral
The safeway bathroom still smells like ass!	safeway	negative
At safeway on elkhorn, they move like they're dead!	safeway	negative
Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O	eating	neutral
Is Eating and Watching Movies....	eating	neutral
eating sashimi	eating	neutral
is eating  home made yema	eating	neutral
eating cake	eating	neutral
i love Dwight Howard's vitamin water commercial... now i wish he was with NIKE and not adidas. lol.	nike	positive
Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic	nike	negative
iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc	nike	neutral
is lovin his Nike  already and that's only from running on the spot in his bedroom	nike	positive
Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp	jquery	neutral
@matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.	jquery	positive
RT @jquery: The Ultimate jQuery List - http://jquerylist.com/	jquery	neutral
I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb	jquery	neutral
@anna_debenham what was the php jquery hack?	jquery	neutral
jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/	jquery	neutral
Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5	jquery	neutral
@PDubyaD right!!! LOL we'll get there!! I have high expectations, Warren Buffet style.	warren buffet	positive
RT @blknprecious1: RT GREAT @dbroos "Someone's sitting in the shade today because someone planted a tree a long time ago."- Warren Buffet	warren buffet	positive
Warren Buffet on the economy http://ping.fm/Lau0p	warren buffet	neutral
Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune	warren buffet	positive
According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*	notre dame school	positive
All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA	notre dame school	neutral
@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2	kindle2	positive
RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: http://short.to/87ub The Top Electronic Book Reader Period, free 2 day ship ...	kindle2	neutral
Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.	time warner	negative
Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!	time warner	negative
@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :)	time warner	negative
OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.	time warner	negative
wth..i have never seen a line this loooong at time warner before, ugh.	time warner	negative
Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon	time warner	negative
Man accosts Roger Federer during French Open http://ff.im/3HCPT	federer	neutral
Naive Bayes using EM for Text Classification. Really Frustrating...	"naive bayes"	negative
We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there.	stanford	positive
Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme	stanford	neutral
I'm going to bed. It was a successful weekend. Stanford, here I come.	stanford	neutral
@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags	car warranty call	negative
Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.	car warranty call	negative
#at&amp;t is complete fail.	at&t	negative
@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU	at&t	negative
@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal	at&t	negative
I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.)	at&t	negative
pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299	at&t	negative
Safari 4 is fast :) Even on my shitty AT&amp;T tethering.	at&t	negative
@ims What is AT&amp;T fucking up?	at&t	negative
@springsingfiend @dvyers @sethdaggett @jlshack AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!!	at&t	negative
@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T.	at&t	negative
Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc	wave sandbox	neutral
Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8	bing	negative
@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye	summize	negative
@mattcutts have google profiles stopped showing up in searches? cant see them anymore	google	neutral
@ArunBasilLal I love Google Translator too ! :D Good day mate !	google	positive
reading on my new Kindle2!	kindle2	positive
My Kindle2 came and I LOVE it! :)	kindle2	positive
LOVING my new Kindle2.  Named her Kendra in case u were wondering. The "cookbook" is THE tool cuz it tells u all the tricks!  Best gift EVR!	kindle2	positive
The real AIG scandal / http://bit.ly/b82Px	aig	negative
Any twitter to aprs apps yet?	twitter	neutral
45 Pros You Should Be Following on Twitter - http://is.gd/sMbZ	twitter	neutral
Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes.	obama	positive
' Barack Obama shows his funny side " &gt;&gt; http://tr.im/l0gY !! Great speech..	obama	positive
I like this guy : ' Barack Obama shows his funny side " &gt;&gt; http://tr.im/l0gY !!	obama	positive
